528.0,101.0,573.0,78.0,-1.0,-1.0,545.0,101.0,568.0,146.0,590.0,146.0,551.0,230.0,523.0,298.0,483.0,371.0,528.0,118.0,523.0,185.0,523.0,236.0,551.0,230.0,613.0,303.0,635.0,393.0,568.0,73.0,573.0,56.0,551.0,73.0,-5.0,-5.0
573.0,123.0,618.0,101.0,-1.0,-1.0,596.0,123.0,596.0,185.0,613.0,253.0,590.0,236.0,635.0,320.0,641.0,416.0,568.0,123.0,568.0,191.0,573.0,253.0,568.0,236.0,545.0,303.0,483.0,371.0,613.0,95.0,618.0,95.0,590.0,78.0,-5.0,-5.0
613.0,140.0,658.0,118.0,-1.0,-1.0,635.0,140.0,635.0,208.0,635.0,275.0,613.0,253.0,658.0,320.0,641.0,416.0,596.0,146.0,613.0,213.0,618.0,275.0,573.0,258.0,545.0,320.0,483.0,371.0,641.0,101.0,658.0,101.0,618.0,101.0,-5.0,-5.0
635.0,163.0,680.0,146.0,-1.0,-1.0,658.0,163.0,663.0,213.0,663.0,281.0,618.0,258.0,551.0,320.0,500.0,371.0,618.0,168.0,635.0,236.0,641.0,281.0,613.0,258.0,663.0,326.0,658.0,416.0,680.0,140.0,680.0,140.0,658.0,123.0,-5.0,-5.0
663.0,168.0,708.0,163.0,-1.0,-1.0,686.0,168.0,686.0,230.0,680.0,281.0,658.0,275.0,686.0,343.0,658.0,416.0,641.0,168.0,635.0,236.0,641.0,298.0,613.0,258.0,568.0,320.0,500.0,371.0,703.0,146.0,725.0,146.0,686.0,140.0,-5.0,-5.0
680.0,146.0,725.0,140.0,-1.0,-1.0,708.0,146.0,703.0,208.0,703.0,258.0,663.0,253.0,663.0,326.0,641.0,416.0,658.0,146.0,658.0,213.0,658.0,281.0,635.0,236.0,641.0,303.0,551.0,348.0,725.0,123.0,725.0,123.0,703.0,118.0,-5.0,-5.0
686.0,123.0,708.0,101.0,-1.0,-1.0,708.0,123.0,725.0,185.0,725.0,236.0,686.0,236.0,703.0,303.0,641.0,371.0,658.0,123.0,641.0,208.0,658.0,258.0,641.0,236.0,663.0,326.0,641.0,416.0,708.0,95.0,725.0,95.0,686.0,78.0,-5.0,-5.0
680.0,123.0,708.0,95.0,-1.0,-1.0,708.0,118.0,731.0,185.0,753.0,236.0,708.0,236.0,770.0,281.0,731.0,388.0,641.0,123.0,635.0,191.0,635.0,253.0,663.0,253.0,663.0,326.0,641.0,416.0,703.0,95.0,-5.0,-5.0,680.0,78.0,-5.0,-5.0
686.0,123.0,703.0,95.0,-1.0,-1.0,725.0,123.0,753.0,185.0,776.0,236.0,725.0,236.0,776.0,298.0,770.0,410.0,641.0,123.0,618.0,191.0,618.0,253.0,663.0,253.0,680.0,326.0,641.0,416.0,686.0,78.0,708.0,78.0,663.0,78.0,725.0,78.0
703.0,123.0,703.0,95.0,-1.0,-1.0,748.0,123.0,770.0,191.0,793.0,253.0,748.0,253.0,770.0,343.0,776.0,433.0,641.0,123.0,635.0,191.0,618.0,253.0,680.0,258.0,680.0,343.0,641.0,416.0,686.0,78.0,708.0,78.0,680.0,78.0,725.0,78.0
